8Hz,9Hz,10Hz,11Hz,12Hz,13Hz,Mean,Label
2.3801040187236504,4.469721754026504,5.161238189279084,3.1382179789583002,1.1792898307967628,0.625191711776915,2.8256272472602024,0
0.6489001124805449,0.5143903178432694,0.3646036957152073,0.9886217969322388,0.054450025334310106,0.49647731126531197,0.5112405432618138,0
0.3232654193507204,0.03486592804750947,1.884764574883598,1.2830541152196673,0.23550831699310246,1.1083679126469197,0.811637711190253,0
0.7529205202742378,5.004303901420523,1.7745914969133902,3.1866718075433633,0.9101598623253296,1.8056208816291832,2.2390447450176714,0
1.5606389678065264,5.490953869071836,0.4004862706874028,0.09835218842974162,0.24824582484424865,0.20506297310143234,1.3339566823235314,0
1.6040327650996828,2.8945111765818634,4.408038868113921,0.6324700980659995,0.04340818978884815,0.06964655038123661,1.6086846080052586,0
4.798527208862385,1.5866830626238957,1.425367215084458,1.2513482205148037,0.24766413284504857,0.8646650807455156,1.6957091534460178,0
5.363166659785256,4.416116360507339,4.138733102955208,1.4745364216750565,0.1638276206515143,0.07914551200732527,2.6059209462636166,0
0.1533982667108996,0.7236164364357164,1.7276074476746297,0.42350134903593195,0.8426238507547689,0.5880971083466938,0.7431407431597735,0
0.45746228796154614,1.6523816409866867,0.16598990860108678,1.1876508500906817,0.8034978359105949,0.27078042909239125,0.756293825440498,0
0.8166202048203585,1.4005212917371763,0.0663411855020495,0.3253345945316031,2.3235845165469184,2.998896285149554,1.3218830130479435,0
0.019578169851679268,1.769018398419493,0.7827408692413528,1.9086166532398374,3.057605364293132,0.5212239266689704,1.3431305636190773,0
1.2194519730150142,4.556095215793503,2.2310447543580683,1.3813470088358362,1.573868312505281,1.0141846240110541,1.9959986480864595,0
0.6792691428276812,0.14013788385613318,0.06077749834553645,1.4918927741903363,2.1873256947002155,0.3309501571286209,0.8150588585080873,0
0.2606403934192802,0.4610637539092277,1.3878619246352615,6.93878057058682,1.7853865137984437,0.40419380102624985,1.872987826229214,0
1.2570507272147529,1.78088855192177,0.3104069771847284,2.4564055830802656,2.162675823372921,0.5377813912136046,1.4175348423313405,0
0.033732754770489,0.27518178369213725,0.05677578045196906,1.8734987259129388,0.7338340132469017,0.4224647712385509,0.5659146382188311,0
3.226946475571067,9.447181400745764,13.595990130068392,12.374045407548271,4.134118002931688,0.8513210118864766,7.271600404791943,0
0.285687355665542,1.9222553222423313,2.487334417278909,0.298674942971807,0.05725734961819525,0.5322259155147998,0.9305725505485974,0
1.3980990451916226,0.7220634914456184,0.104597182666317,2.254401905768606,2.020029560476733,1.8907953302186054,1.3983310859612503,0
0.12082733184262677,0.20645450077607516,0.14613205454770417,1.1008910234876415,1.3742891087695357,0.8568187264542192,0.6342354576463004,0
1.758225647489951,0.3442144797903144,0.5182681720110227,0.7194034248990994,0.03585366638744976,0.4066245405272342,0.6304316551841785,0
0.2825208134923165,0.1705617971083268,0.3534082784993622,0.2802807919101506,0.004726875757718035,0.20551413965171092,0.21616878273659754,0
0.7966395513311059,2.808231317689955,1.6655125327309226,0.43864076649379163,0.1098424914522341,0.25844854395266625,1.0128858672751127,0
2.0153084103496517,2.047265279581578,1.3620517938461074,0.679737412185853,0.3493199846486126,0.16369467396077475,1.1028962590954294,0
0.055887119022686484,1.0842852068600388,0.6720043452145817,0.25837359169073587,1.0623961371419461,0.4836719396633381,0.6027697232655546,0
4.975067787449677,1.2253546328339424,2.203557740177993,3.5162364779302817,4.575253131520191,3.1884212814468498,3.2806485085598225,0
