8Hz,9Hz,10Hz,11Hz,12Hz,13Hz,Mean,Label
3.7659593763236723,6.502804885789012,7.127539020659913,4.966831061632578,0.7162055356570514,-2.0398678809592514,4.511148697788799,0
-1.8782215056050062,-2.887072145527581,-4.3817893354010256,-0.049698185333063645,-12.640019138411994,-3.04100593729375,-2.9137471232875005,0
-4.904407506572462,-14.575987704261301,2.752571103962918,1.0824497394754131,-6.279937511234916,0.4468394442696182,-0.9063778250938369,0
-1.2325086633333628,6.993436756621439,2.4909839623372756,5.0333733817963235,-0.40882320614928724,2.5662656862391913,3.500627725964919,0
1.9330244667285348,7.396477951040766,-3.9741236763693024,-10.072159721718245,-6.0511804701123975,-6.881127503065516,1.2514172693187362,0
2.0521323524281883,4.615752308482217,6.442454152749847,-1.9896000225002872,-13.62428324760389,-11.571003894696654,2.064709064798542,0
6.811079617062759,2.004901857972336,1.539267653549603,0.9737818036026089,-6.061368841503764,-0.6315207952993146,2.2935136449769495,0
7.294212928236852,6.450405081225174,6.168674206865413,1.6865550427821683,-7.85612876169696,-11.01573707026706,4.15961236732575,0
-8.141795475718139,-1.4049157700810144,2.3744506761268176,-3.73145201914318,-0.7436625218212729,-2.3055095600378093,-1.2892892757298369,0
-3.3964470226478793,2.181103610428269,-7.799183142014017,0.7468878394001545,-0.9501528859989323,-5.67382727890619,-1.213094452710428,0
-0.8797987896428907,1.4628971566845994,-11.782167720025756,-4.876697534554681,3.6615847384626448,4.7696144623097805,1.2119302168829562,0
-17.08227908062261,2.4773234975003415,-1.063819897745727,2.8071870885421286,4.85381431642146,-2.8297565630980364,1.2811823180736428,0
0.861647007011721,6.58592791627785,3.4850828224071884,1.4030279160670922,1.969683915904839,0.06117021950591429,3.001602427986522,0
-1.6795811366489877,-8.53444444831191,-12.162571798251538,1.7373761050201553,3.3991345467903837,-4.802374083812563,-0.8881102806702813,0
-5.839582774965331,-3.3623901808843764,1.4234626125442265,8.412831537404456,2.5173224993765277,-3.934103513866167,2.725349546210152,0
0.9935280362464626,2.5063674214721905,-5.080685254332714,3.9030007580433166,3.349914252774785,-2.693942296937321,1.5153374244767415,0
-14.719481908958869,-5.603803186335878,-12.458368871627595,2.7265340208465085,-1.344021625404148,-3.742095004293011,-2.4724907225049613,0
5.08791761946541,9.753022545735803,11.334108406375305,10.925117053652063,6.16382868829893,-0.6990664743255938,8.616300051476184,0
-5.441089807800248,2.838110720299828,3.9573417924465453,-5.248012105580306,-12.421687588787352,-2.739039823005047,-0.31249762162836253,0
1.4553793911817616,-1.4142461299525466,-9.804800130686518,3.5303134289819442,3.0535772482186827,2.7664452103578654,1.45610012455489,0
-9.17834814673557,-6.85175644923416,-8.352545096902402,0.41744330560873877,1.3807810472900348,-0.6711105022141786,-1.9774948190894488,0
2.450746108805653,-4.6317086451175795,-2.854454613214105,-1.4302749894558757,-14.45466426874243,-3.9080641444873008,-2.003619882109851,0
-5.489495519086393,-7.6811823672646975,-4.517232814719216,-5.524066641136601,-23.25425812642419,-6.871582927102357,-6.652070229826958,0
-0.9873813566401614,4.4843287833621845,2.215479050400472,-3.5789100822494646,-9.592296249729962,-5.876259102175273,0.05560511495370983,0
3.0434151730777232,3.1117412111577374,1.341936225208761,-1.6765882621025552,-4.567765675992823,-7.859654507473439,0.4253466364483126,0
-12.526882776590751,0.3514353263938469,-1.7262791876668893,-5.8775187755424065,0.2628648293792282,-3.1544910757302,-2.1984857014129355,0
6.967990025721507,0.8826179710364891,3.431244348832172,5.46078075049815,6.604151269448173,5.035756992109098,5.159597022025121,0
-0.6470330834137166,6.432662688139211,2.8166623838916456,0.8780389934857113,-7.784996494738414,0.2158676660900005,2.047545445311822,0
-2.318025884180615,1.9164024889073907,5.8115173783658935,4.410681665055808,-0.6287120979288098,8.572657531195526,4.465941430661269,0
-0.9139174065191836,4.09450136392457,11.1230508944153,14.47361186227421,10.794254892305073,-3.5592874453993764,9.761122464517861,0
4.210013264645708,5.654803995209532,9.845659554153494,17.986140692971325,10.754861946816414,4.402756654740451,11.927212105875144,0
5.699267581757753,7.271730167915243,17.005252965350238,18.180540447173318,-7.005687827634639,10.454220639789334,13.563616413354689,0
